,Room scene,Inside city scene,Hallway scene,Forest scene ,Desert scene,Open country scene,Mountain scene,Coast/River scene
0208_indoor.jpg,0.9545454545454546,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0
0145_indoor.jpg,0.782608695652174,0.17391304347826086,0.08695652173913043,0.0,0.0,0.0,0.043478260869565216,0.0
0143_indoor.jpg,1.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.0,0.0
0140_indoor.jpg,0.9090909090909091,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.0,0.0
0139_indoor.jpg,1.0,0.2727272727272727,0.045454545454545456,0.0,0.0,0.0,0.0,0.0
0137_indoor.jpg,0.18181818181818182,0.7727272727272727,0.5909090909090909,0.0,0.0,0.0,0.0,0.0
0136_indoor.jpg,0.4782608695652174,0.7391304347826086,0.43478260869565216,0.0,0.0,0.0,0.0,0.0
0135_indoor.jpg,0.7727272727272727,0.3181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.0
0130_indoor.jpg,0.4782608695652174,0.2608695652173913,0.5652173913043478,0.0,0.0,0.0,0.0,0.0
0156_indoor.jpg,0.8636363636363636,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.09090909090909091
0159_indoor.jpg,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
0163_indoor.jpg,0.047619047619047616,0.3333333333333333,0.8095238095238095,0.0,0.0,0.0,0.0,0.0
0164_indoor.jpg,1.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0
0103_indoor.jpg,1.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.0,0.0
0102_indoor.jpg,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0
0100_indoor.jpg,0.95,0.2,0.0,0.05,0.0,0.0,0.0,0.0
0184_indoor.jpg,0.6363636363636364,0.13636363636363635,0.5,0.0,0.0,0.0,0.0,0.0
0185_indoor.jpg,0.23809523809523808,0.3333333333333333,0.7619047619047619,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0
0209_indoor.jpg,0.8636363636363636,0.13636363636363635,0.09090909090909091,0.0,0.0,0.0,0.0,0.0
0057_indoor.jpg,0.09523809523809523,0.09523809523809523,1.0,0.0,0.0,0.0,0.0,0.0
0282_indoor.jpg,0.782608695652174,0.21739130434782608,0.043478260869565216,0.0,0.0,0.0,0.0,0.043478260869565216
0055_indoor.jpg,1.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0
0262_indoor.jpg,0.9545454545454546,0.13636363636363635,0.045454545454545456,0.0,0.0,0.0,0.0,0.0
0263_indoor.jpg,1.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0
0021_indoor.jpg,0.045454545454545456,0.36363636363636365,0.9090909090909091,0.0,0.0,0.0,0.0,0.0
0056_indoor.jpg,0.9,0.0,0.4,0.0,0.0,0.0,0.0,0.0
0265_indoor.jpg,0.9545454545454546,0.18181818181818182,0.045454545454545456,0.0,0.0,0.0,0.0,0.0
0266_indoor.jpg,0.13636363636363635,0.0,0.9545454545454546,0.0,0.0,0.0,0.0,0.0
0268_indoor.jpg,0.8636363636363636,0.045454545454545456,0.13636363636363635,0.0,0.0,0.0,0.0,0.045454545454545456
0025_indoor.jpg,0.09523809523809523,0.42857142857142855,0.8095238095238095,0.0,0.0,0.0,0.0,0.0
0270_indoor.jpg,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.0,0.09523809523809523,0.0
0272_indoor.jpg,0.6190476190476191,0.38095238095238093,0.0,0.0,0.0,0.0,0.047619047619047616,0.0
0274_indoor.jpg,0.7727272727272727,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0
0277_indoor.jpg,0.045454545454545456,0.36363636363636365,0.7727272727272727,0.0,0.0,0.0,0.0,0.0
0278_indoor.jpg,1.0,0.045454545454545456,0.09090909090909091,0.0,0.0,0.0,0.0,0.0
0279_indoor.jpg,0.9545454545454546,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0
0280_indoor.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0281_indoor.jpg,0.9130434782608695,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0
0271_indoor.jpg,0.5217391304347826,0.43478260869565216,0.43478260869565216,0.0,0.0,0.043478260869565216,0.0,0.0
0259_indoor.jpg,0.5,0.4090909090909091,0.18181818181818182,0.0,0.0,0.045454545454545456,0.0,0.0
0264_indoor.jpg,0.95,0.1,0.05,0.05,0.0,0.0,0.05,0.0
0036_indoor.jpg,1.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
0054_indoor.jpg,0.9523809523809523,0.19047619047619047,0.09523809523809523,0.0,0.0,0.0,0.0,0.0
0038_indoor.jpg,1.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0
0249_indoor.jpg,0.19047619047619047,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.047619047619047616,0.0
0237_indoor.jpg,0.19047619047619047,0.14285714285714285,0.9523809523809523,0.0,0.0,0.0,0.0,0.0
0245_indoor.jpg,0.5238095238095238,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
0238_indoor.jpg,0.36363636363636365,0.09090909090909091,0.9090909090909091,0.0,0.0,0.0,0.0,0.0
0239_indoor.jpg,0.7272727272727273,0.18181818181818182,0.5,0.0,0.0,0.0,0.0,0.0
0035_indoor.jpg,1.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0
0242_indoor.jpg,0.9130434782608695,0.13043478260869565,0.08695652173913043,0.0,0.0,0.0,0.0,0.0
0241_indoor.jpg,0.4090909090909091,0.18181818181818182,0.7727272727272727,0.0,0.0,0.0,0.0,0.0
0244_indoor.jpg,0.9565217391304348,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0
0033_indoor.jpg,0.3181818181818182,0.09090909090909091,0.9545454545454546,0.0,0.0,0.0,0.0,0.0
0243_indoor.jpg,0.2727272727272727,0.09090909090909091,0.8636363636363636,0.0,0.0,0.0,0.045454545454545456,0.0
0257_outdoor_manmade.jpg,0.045454545454545456,0.09090909090909091,0.0,0.0,0.2727272727272727,0.7727272727272727,0.45454545454545453,0.045454545454545456
0161_outdoor_manmade.jpg,0.0,0.043478260869565216,0.043478260869565216,0.34782608695652173,0.0,0.30434782608695654,0.043478260869565216,0.6086956521739131
0157_outdoor_manmade.jpg,0.13043478260869565,0.6956521739130435,0.0,0.0,0.043478260869565216,0.08695652173913043,0.0,0.0
0162_outdoor_manmade.jpg,0.0,0.45,0.0,0.4,0.0,0.4,0.15,0.0
0152_outdoor_manmade.jpg,0.0,0.045454545454545456,0.0,0.09090909090909091,0.045454545454545456,0.13636363636363635,0.3181818181818182,0.9090909090909091
0154_outdoor_manmade.jpg,0.0,0.0,0.0,0.2727272727272727,0.0,0.5,0.0,0.9090909090909091
0165_outdoor_manmade.jpg,0.0,0.5909090909090909,0.0,0.045454545454545456,0.0,0.2727272727272727,0.0,0.36363636363636365
0151_outdoor_manmade.jpg,0.0,0.15,0.0,0.3,0.3,0.5,0.0,0.0
0276_outdoor_manmade.jpg,0.0,0.045454545454545456,0.45454545454545453,0.045454545454545456,0.09090909090909091,0.09090909090909091,0.7272727272727273,0.045454545454545456
0240_outdoor_manmade.jpg,0.045454545454545456,0.9545454545454546,0.0,0.0,0.0,0.13636363636363635,0.0,0.045454545454545456
0150_outdoor_manmade.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0149_outdoor_manmade.jpg,0.0,0.5909090909090909,0.045454545454545456,0.0,0.045454545454545456,0.045454545454545456,0.0,0.5909090909090909
0155_outdoor_manmade.jpg,0.22727272727272727,0.7727272727272727,0.0,0.0,0.0,0.09090909090909091,0.0,0.0
0167_outdoor_manmade.jpg,0.0,0.3333333333333333,0.0,0.047619047619047616,0.0,0.7142857142857143,0.0,0.0
0170_outdoor_manmade.jpg,0.0,0.0,0.0,0.2857142857142857,0.0,0.7142857142857143,0.42857142857142855,0.047619047619047616
0256_outdoor_manmade.jpg,0.0,0.9545454545454546,0.045454545454545456,0.0,0.0,0.09090909090909091,0.0,0.0
0258_outdoor_manmade.jpg,0.0,0.045454545454545456,0.0,0.6363636363636364,0.045454545454545456,0.6363636363636364,0.09090909090909091,0.0
0253_outdoor_manmade.jpg,0.0,0.0,0.0,0.4090909090909091,0.0,0.36363636363636365,0.09090909090909091,1.0
0204_outdoor_manmade.jpg,0.0,0.0,0.0,0.2727272727272727,0.0,0.5,0.5909090909090909,0.045454545454545456
0202_outdoor_manmade.jpg,0.0,0.18181818181818182,0.0,0.3181818181818182,0.09090909090909091,0.45454545454545453,0.22727272727272727,0.045454545454545456
0195_outdoor_manmade.jpg,0.0,0.22727272727272727,0.045454545454545456,0.5454545454545454,0.045454545454545456,0.22727272727272727,0.22727272727272727,0.045454545454545456
0193_outdoor_manmade.jpg,0.0,0.09090909090909091,0.045454545454545456,0.09090909090909091,0.09090909090909091,0.8636363636363636,0.045454545454545456,0.0
0191_outdoor_manmade.jpg,0.0,0.1,0.05,0.45,0.0,0.45,0.05,0.0
0189_outdoor_manmade.jpg,0.0,0.1,0.0,0.35,0.05,0.4,0.1,0.45
0188_outdoor_manmade.jpg,0.0,0.0,0.045454545454545456,0.3181818181818182,0.0,0.5454545454545454,0.13636363636363635,0.6818181818181818
0186_outdoor_manmade.jpg,0.0,0.0,0.0,0.9565217391304348,0.0,0.30434782608695654,0.08695652173913043,0.043478260869565216
0247_outdoor_manmade.jpg,0.0,0.8181818181818182,0.45454545454545453,0.0,0.0,0.0,0.0,0.0
0220_outdoor_manmade.jpg,0.0,0.8181818181818182,0.0,0.0,0.0,0.22727272727272727,0.045454545454545456,0.0
0183_outdoor_manmade.jpg,0.0,0.6818181818181818,0.0,0.0,0.0,0.4090909090909091,0.09090909090909091,0.0
0182_outdoor_manmade.jpg,0.0,0.8181818181818182,0.0,0.045454545454545456,0.0,0.18181818181818182,0.0,0.0
0179_outdoor_manmade.jpg,0.0,0.9545454545454546,0.045454545454545456,0.0,0.0,0.0,0.0,0.0
0177_outdoor_manmade.jpg,0.0,0.5909090909090909,0.0,0.09090909090909091,0.0,0.4090909090909091,0.045454545454545456,0.045454545454545456
0176_outdoor_manmade.jpg,0.045454545454545456,0.9545454545454546,0.045454545454545456,0.0,0.0,0.0,0.0,0.0
0175_outdoor_manmade.jpg,0.0,0.5454545454545454,0.0,0.09090909090909091,0.0,0.13636363636363635,0.045454545454545456,0.9545454545454546
0173_outdoor_manmade.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.9090909090909091
0172_outdoor_manmade.jpg,0.0,0.18181818181818182,0.0,0.4090909090909091,0.0,0.6363636363636364,0.0,0.0
0171_outdoor_manmade.jpg,0.0,0.0,0.0,0.782608695652174,0.0,0.2608695652173913,0.13043478260869565,0.4782608695652174
0168_outdoor_manmade.jpg,0.0,0.95,0.25,0.0,0.0,0.0,0.0,0.0
0217_outdoor_manmade.jpg,0.0,0.7272727272727273,0.0,0.0,0.0,0.3181818181818182,0.045454545454545456,0.0
0148_outdoor_manmade.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0076_outdoor_manmade.jpg,0.3333333333333333,0.5238095238095238,0.047619047619047616,0.0,0.0,0.19047619047619047,0.09523809523809523,0.0
0019_outdoor_manmade.jpg,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
0024_outdoor_manmade.jpg,0.0,0.9545454545454546,0.18181818181818182,0.0,0.0,0.045454545454545456,0.0,0.0
0026_outdoor_manmade.jpg,0.0,0.5454545454545454,0.36363636363636365,0.045454545454545456,0.0,0.13636363636363635,0.0,0.0
0064_outdoor_manmade.jpg,0.0,0.5714285714285714,0.047619047619047616,0.23809523809523808,0.0,0.42857142857142855,0.09523809523809523,0.0
0028_outdoor_manmade.jpg,0.0,0.8,0.3,0.05,0.0,0.0,0.0,0.0
0030_outdoor_manmade.jpg,0.0,0.0,0.0,0.22727272727272727,0.18181818181818182,0.8181818181818182,0.045454545454545456,0.09090909090909091
0093_outdoor_manmade.jpg,0.0,0.9523809523809523,0.0,0.047619047619047616,0.0,0.0,0.0,0.0
0092_outdoor_manmade.jpg,0.0,0.36363636363636365,0.09090909090909091,0.0,0.09090909090909091,0.045454545454545456,0.0,0.6363636363636364
0089_outdoor_manmade.jpg,0.0,0.0,0.0,0.13636363636363635,0.045454545454545456,0.3181818181818182,0.0,0.8181818181818182
0032_outdoor_manmade.jpg,0.0,0.0,0.0,0.13636363636363635,0.22727272727272727,0.8181818181818182,0.2727272727272727,0.0
0018_outdoor_manmade.jpg,0.045454545454545456,0.8181818181818182,0.045454545454545456,0.0,0.0,0.0,0.045454545454545456,0.3181818181818182
0040_outdoor_manmade.jpg,0.0,0.85,0.1,0.0,0.0,0.05,0.0,0.7
0045_outdoor_manmade.jpg,0.0,0.9545454545454546,0.18181818181818182,0.0,0.0,0.0,0.0,0.0
0046_outdoor_manmade.jpg,0.0,0.045454545454545456,0.0,0.7727272727272727,0.0,0.5,0.36363636363636365,0.045454545454545456
0147_outdoor_manmade.jpg,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,1.0
0074_outdoor_manmade.jpg,0.14285714285714285,0.3333333333333333,0.047619047619047616,0.42857142857142855,0.0,0.42857142857142855,0.0,0.0
0070_outdoor_manmade.jpg,0.0,0.8181818181818182,0.045454545454545456,0.0,0.0,0.09090909090909091,0.0,0.22727272727272727
0068_outdoor_manmade.jpg,0.0,0.0,0.0,0.6818181818181818,0.045454545454545456,0.5454545454545454,0.5,0.0
0059_outdoor_manmade.jpg,0.09523809523809523,0.42857142857142855,0.0,0.047619047619047616,0.0,0.47619047619047616,0.047619047619047616,0.047619047619047616
0067_outdoor_manmade.jpg,0.0,0.9090909090909091,0.13636363636363635,0.0,0.0,0.0,0.0,0.0
0060_outdoor_manmade.jpg,0.0,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.045454545454545456,0.3181818181818182,0.22727272727272727,0.045454545454545456
0065_outdoor_manmade.jpg,0.0,0.13636363636363635,0.045454545454545456,0.45454545454545453,0.0,0.6818181818181818,0.13636363636363635,0.0
0087_outdoor_manmade.jpg,0.0,0.5454545454545454,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.2727272727272727,0.18181818181818182,0.0
0015_outdoor_manmade.jpg,0.0,0.4090909090909091,0.0,0.09090909090909091,0.2727272727272727,0.36363636363636365,0.09090909090909091,0.0
0063_outdoor_manmade.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0109_outdoor_manmade.jpg,0.045454545454545456,0.9090909090909091,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.0
0124_outdoor_manmade.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0123_outdoor_manmade.jpg,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0
0127_outdoor_manmade.jpg,0.13043478260869565,0.0,0.08695652173913043,0.0,0.08695652173913043,0.043478260869565216,0.782608695652174,0.08695652173913043
0129_outdoor_manmade.jpg,0.0,0.5909090909090909,0.0,0.0,0.0,0.36363636363636365,0.09090909090909091,0.0
0119_outdoor_manmade.jpg,0.0,0.0,0.0,0.2727272727272727,0.045454545454545456,0.6363636363636364,0.5,0.09090909090909091
0117_outdoor_manmade.jpg,0.0,0.8636363636363636,0.0,0.045454545454545456,0.045454545454545456,0.18181818181818182,0.0,0.0
0125_outdoor_manmade.jpg,0.0,0.6,0.65,0.0,0.0,0.0,0.0,0.0
0131_outdoor_manmade.jpg,0.0,0.4090909090909091,0.45454545454545453,0.0,0.0,0.045454545454545456,0.09090909090909091,0.2727272727272727
0133_outdoor_manmade.jpg,0.0,0.0,0.0,0.0,0.9090909090909091,0.36363636363636365,0.0,0.0
0110_outdoor_manmade.jpg,0.0,0.3,0.05,0.6,0.0,0.4,0.0,0.0
0142_outdoor_manmade.jpg,0.2857142857142857,0.6190476190476191,0.09523809523809523,0.0,0.0,0.19047619047619047,0.0,0.0
0115_outdoor_manmade.jpg,0.0,0.18181818181818182,0.45454545454545453,0.045454545454545456,0.18181818181818182,0.045454545454545456,0.3181818181818182,0.045454545454545456
0003_outdoor_natural.jpg,0.043478260869565216,0.0,0.0,0.34782608695652173,0.13043478260869565,0.6086956521739131,0.7391304347826086,0.0
0002_outdoor_natural.jpg,0.0,0.0,0.0,0.5652173913043478,0.0,0.43478260869565216,0.08695652173913043,0.8695652173913043
0042_outdoor_natural.jpg,0.0,0.0,0.0,0.19047619047619047,0.0,0.14285714285714285,0.8571428571428571,0.8095238095238095
0053_outdoor_natural.jpg,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.9047619047619048,0.047619047619047616,0.047619047619047616
0052_outdoor_natural.jpg,0.0,0.0,0.0,0.0,0.23809523809523808,0.14285714285714285,0.8095238095238095,0.047619047619047616
0050_outdoor_natural.jpg,0.0,0.0,0.0,0.19047619047619047,0.047619047619047616,0.3333333333333333,0.9523809523809523,0.0
0049_outdoor_natural.jpg,0.0,0.0,0.0,0.3181818181818182,0.045454545454545456,0.3181818181818182,0.9545454545454546,0.0
0005_outdoor_natural.jpg,0.0,0.0,0.0,0.8,0.0,0.35,0.75,0.0
0007_outdoor_natural.jpg,0.0,0.0,0.0,0.8636363636363636,0.0,0.13636363636363635,0.45454545454545453,0.045454545454545456
0043_outdoor_natural.jpg,0.0,0.0,0.0,0.85,0.0,0.1,0.6,0.05
0004_outdoor_natural.jpg,0.0,0.0,0.0,0.8636363636363636,0.0,0.2727272727272727,0.09090909090909091,0.0
0034_outdoor_natural.jpg,0.0,0.0,0.0,0.13043478260869565,0.13043478260869565,0.8695652173913043,0.43478260869565216,0.17391304347826086
0246_outdoor_natural.jpg,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,1.0
0017_outdoor_natural.jpg,0.0,0.0,0.0,0.5,0.045454545454545456,0.45454545454545453,0.9090909090909091,0.0
0011_outdoor_natural.jpg,0.0,0.0,0.0,0.8181818181818182,0.0,0.22727272727272727,0.36363636363636365,0.0
0023_outdoor_natural.jpg,0.0,0.0,0.0,0.0,0.9130434782608695,0.34782608695652173,0.043478260869565216,0.0
0010_outdoor_natural.jpg,0.0,0.0,0.0,0.0,0.13636363636363635,0.09090909090909091,0.9545454545454546,0.0
0261_outdoor_natural.jpg,0.0,0.0,0.0,0.22727272727272727,0.0,0.6363636363636364,0.8636363636363636,0.045454545454545456
0273_outdoor_natural.jpg,0.0,0.043478260869565216,0.0,0.0,0.0,0.08695652173913043,0.0,0.9565217391304348
0009_outdoor_natural.jpg,0.045454545454545456,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.9545454545454546,0.045454545454545456
0275_outdoor_natural.jpg,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.9090909090909091
0255_outdoor_natural.jpg,0.08695652173913043,0.0,0.0,0.0,0.043478260869565216,0.13043478260869565,0.0,0.9130434782608695
0254_outdoor_natural.jpg,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,1.0
0031_outdoor_natural.jpg,0.0,0.0,0.0,0.0,0.05,0.05,0.05,1.0
0252_outdoor_natural.jpg,0.0,0.0,0.0,0.0,0.2727272727272727,0.09090909090909091,0.7727272727272727,0.045454545454545456
0251_outdoor_natural.jpg,0.0,0.0,0.0,0.0,0.13043478260869565,0.043478260869565216,0.9565217391304348,0.7391304347826086
0250_outdoor_natural.jpg,0.0,0.0,0.0,0.0,0.1,0.05,0.85,0.15
0013_outdoor_natural.jpg,0.0,0.0,0.0,0.0,0.0,0.23809523809523808,0.5714285714285714,0.7142857142857143
0008_outdoor_natural.jpg,0.0,0.0,0.0,0.047619047619047616,0.0,0.14285714285714285,0.9523809523809523,0.0
0027_outdoor_natural.jpg,0.0,0.0,0.0,0.21739130434782608,0.8260869565217391,0.30434782608695654,0.0,0.043478260869565216
0144_outdoor_natural.jpg,0.0,0.0,0.0,0.8181818181818182,0.0,0.5,0.09090909090909091,0.045454545454545456
0230_outdoor_natural.jpg,0.0,0.0,0.0,0.2,0.0,0.85,0.15,0.0
0099_outdoor_natural.jpg,0.0,0.0,0.0,1.0,0.0,0.045454545454545456,0.045454545454545456,0.0
0101_outdoor_natural.jpg,0.0,0.0,0.0,0.65,0.1,0.6,0.4,0.0
0104_outdoor_natural.jpg,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.9565217391304348
0181_outdoor_natural.jpg,0.0,0.05,0.0,0.4,0.0,0.2,0.15,0.85
0105_outdoor_natural.jpg,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.9545454545454546
0178_outdoor_natural.jpg,0.0,0.19047619047619047,0.0,0.09523809523809523,0.0,0.19047619047619047,0.0,0.8095238095238095
0106_outdoor_natural.jpg,0.0,0.0,0.0,1.0,0.0,0.045454545454545456,0.0,0.045454545454545456
0108_outdoor_natural.jpg,0.0,0.0,0.045454545454545456,0.7727272727272727,0.0,0.45454545454545453,0.045454545454545456,0.0
0111_outdoor_natural.jpg,0.0,0.0,0.0,0.8260869565217391,0.0,0.5217391304347826,0.0,0.0
0113_outdoor_natural.jpg,0.0,0.0,0.0,0.43478260869565216,0.043478260869565216,0.34782608695652173,0.8260869565217391,0.6956521739130435
0166_outdoor_natural.jpg,0.0,0.0,0.0,0.08695652173913043,0.043478260869565216,0.21739130434782608,0.0,0.9565217391304348
0120_outdoor_natural.jpg,0.0,0.0,0.0,0.13043478260869565,0.2608695652173913,0.6956521739130435,0.0,0.0
0121_outdoor_natural.jpg,0.0,0.0,0.047619047619047616,0.9047619047619048,0.0,0.3333333333333333,0.0,0.047619047619047616
0160_outdoor_natural.jpg,0.045454545454545456,0.0,0.0,0.4090909090909091,0.0,0.3181818181818182,0.5,0.8636363636363636
0126_outdoor_natural.jpg,0.0,0.0,0.0,0.1,0.0,0.95,0.4,0.0
0158_outdoor_natural.jpg,0.0,0.0,0.0,0.19047619047619047,0.19047619047619047,0.6666666666666666,0.38095238095238093,0.09523809523809523
0128_outdoor_natural.jpg,0.0,0.0,0.05,0.0,0.0,0.1,0.7,0.6
0153_outdoor_natural.jpg,0.0,0.0,0.0,0.4090909090909091,0.0,0.4090909090909091,0.45454545454545453,0.9545454545454546
0132_outdoor_natural.jpg,0.0,0.0,0.0,0.0,0.9090909090909091,0.18181818181818182,0.045454545454545456,0.0
0098_outdoor_natural.jpg,0.0,0.0,0.0,0.6521739130434783,0.0,0.6086956521739131,0.17391304347826086,0.08695652173913043
0062_outdoor_natural.jpg,0.0,0.0,0.0,0.36363636363636365,0.0,0.22727272727272727,0.0,0.9090909090909091
0097_outdoor_natural.jpg,0.0,0.0,0.0,1.0,0.0,0.09090909090909091,0.045454545454545456,0.0
0095_outdoor_natural.jpg,0.0,0.0,0.0,0.9545454545454546,0.045454545454545456,0.13636363636363635,0.045454545454545456,0.045454545454545456
0227_outdoor_natural.jpg,0.0,0.0,0.0,0.36363636363636365,0.045454545454545456,0.8181818181818182,0.045454545454545456,0.0
0075_outdoor_natural.jpg,0.0,0.0,0.0,0.043478260869565216,0.7391304347826086,0.391304347826087,0.782608695652174,0.0
0218_outdoor_natural.jpg,0.0,0.0,0.0,0.045454545454545456,0.0,0.36363636363636365,0.045454545454545456,0.9545454545454546
0078_outdoor_natural.jpg,0.0,0.0,0.0,0.18181818181818182,0.0,0.22727272727272727,0.0,0.9545454545454546
0079_outdoor_natural.jpg,0.0,0.0,0.0,0.2727272727272727,0.0,0.13636363636363635,0.0,0.9545454545454546
0083_outdoor_natural.jpg,0.0,0.0,0.0,0.2727272727272727,0.0,0.8636363636363636,0.45454545454545453,0.0
0084_outdoor_natural.jpg,0.0,0.0,0.0,0.7727272727272727,0.0,0.5454545454545454,0.045454545454545456,0.0
0085_outdoor_natural.jpg,0.0,0.043478260869565216,0.0,0.6521739130434783,0.043478260869565216,0.6956521739130435,0.6086956521739131,0.043478260869565216
0210_outdoor_natural.jpg,0.0,0.0,0.0,0.0,0.9090909090909091,0.13636363636363635,0.5909090909090909,0.0
0088_outdoor_natural.jpg,0.0,0.0,0.0,0.0,0.15,0.9,0.45,0.0
0207_outdoor_natural.jpg,0.0,0.0,0.0,0.7727272727272727,0.0,0.36363636363636365,0.045454545454545456,0.6363636363636364
0206_outdoor_natural.jpg,0.0,0.0,0.0,0.9545454545454546,0.0,0.4090909090909091,0.0,0.13636363636363635
0205_outdoor_natural.jpg,0.0,0.0,0.0,0.22727272727272727,0.0,0.09090909090909091,0.6363636363636364,0.9545454545454546
0203_outdoor_natural.jpg,0.0,0.0,0.0,0.25,0.0,0.25,0.2,0.85
0090_outdoor_natural.jpg,0.0,0.0,0.0,0.045454545454545456,0.0,0.45454545454545453,0.0,0.8181818181818182
0200_outdoor_natural.jpg,0.0,0.0,0.0,0.045454545454545456,0.0,0.22727272727272727,0.22727272727272727,1.0
0199_outdoor_natural.jpg,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.5652173913043478,0.9565217391304348
0198_outdoor_natural.jpg,0.0,0.0,0.0,0.05,0.1,0.0,0.2,1.0
0091_outdoor_natural.jpg,0.0,0.0,0.0,0.045454545454545456,0.0,0.13636363636363635,0.0,1.0
0096_outdoor_natural.jpg,0.0,0.0,0.0,1.0,0.0,0.2608695652173913,0.08695652173913043,0.0
