,Building/Wall,Tree/Plant,Road/Street,Furniture,Body of water,Rocks/Stones
0135_indoor.jpg,0.8695652173913043,0.043478260869565216,0.043478260869565216,0.6086956521739131,0.043478260869565216,0.043478260869565216
0130_indoor.jpg,0.95,0.0,0.05,0.15,0.0,0.0
0156_indoor.jpg,0.36363636363636365,0.0,0.045454545454545456,0.0,0.9545454545454546,0.09090909090909091
0159_indoor.jpg,0.6818181818181818,0.0,0.0,1.0,0.0,0.0
0163_indoor.jpg,1.0,0.0,0.0,0.09090909090909091,0.0,0.045454545454545456
0164_indoor.jpg,0.7272727272727273,0.0,0.0,1.0,0.0,0.0
0103_indoor.jpg,0.7727272727272727,0.045454545454545456,0.0,1.0,0.0,0.0
0102_indoor.jpg,0.9090909090909091,0.0,0.0,0.9090909090909091,0.0,0.045454545454545456
0100_indoor.jpg,0.9090909090909091,0.0,0.0,0.36363636363636365,0.0,0.0
0184_indoor.jpg,0.9545454545454546,0.13636363636363635,0.0,0.5,0.0,0.0
0185_indoor.jpg,0.9545454545454546,0.18181818181818182,0.13636363636363635,0.22727272727272727,0.0,0.18181818181818182
0209_indoor.jpg,0.7619047619047619,0.14285714285714285,0.0,0.9523809523809523,0.0,0.0
0057_indoor.jpg,1.0,0.0,0.0,0.22727272727272727,0.045454545454545456,0.0
0282_indoor.jpg,0.85,0.0,0.0,0.25,1.0,0.0
0055_indoor.jpg,0.5909090909090909,0.36363636363636365,0.0,0.9545454545454546,0.0,0.0
0262_indoor.jpg,0.7142857142857143,0.0,0.0,1.0,0.0,0.0
0263_indoor.jpg,0.8181818181818182,0.0,0.045454545454545456,0.9545454545454546,0.0,0.045454545454545456
0021_indoor.jpg,0.8695652173913043,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.043478260869565216
0056_indoor.jpg,0.5909090909090909,0.045454545454545456,0.0,1.0,0.0,0.0
0265_indoor.jpg,0.8636363636363636,0.0,0.0,1.0,0.0,0.0
0266_indoor.jpg,0.9545454545454546,0.0,0.0,0.5909090909090909,0.0,0.0
0268_indoor.jpg,0.8181818181818182,0.2727272727272727,0.0,0.5909090909090909,0.6818181818181818,0.0
0025_indoor.jpg,0.8181818181818182,0.0,0.22727272727272727,0.0,0.0,0.09090909090909091
0270_indoor.jpg,0.8636363636363636,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.0,0.5
0272_indoor.jpg,0.9545454545454546,0.0,0.0,0.09090909090909091,0.0,0.4090909090909091
0274_indoor.jpg,0.782608695652174,0.4782608695652174,0.08695652173913043,0.6956521739130435,0.08695652173913043,0.17391304347826086
0277_indoor.jpg,0.9545454545454546,0.0,0.2727272727272727,0.0,0.0,0.3181818181818182
0278_indoor.jpg,0.8181818181818182,0.18181818181818182,0.0,1.0,0.0,0.0
0279_indoor.jpg,0.8695652173913043,0.043478260869565216,0.0,0.9130434782608695,0.043478260869565216,0.0
0280_indoor.jpg,0.7272727272727273,0.13636363636363635,0.0,1.0,0.0,0.0
0281_indoor.jpg,0.95,0.0,0.0,0.3,0.05,0.0
0271_indoor.jpg,1.0,0.0,0.05,0.05,0.0,0.15
0259_indoor.jpg,1.0,0.0,0.0,0.09523809523809523,0.0,0.0
0264_indoor.jpg,0.6363636363636364,0.0,0.0,1.0,0.0,0.0
0036_indoor.jpg,0.6818181818181818,0.0,0.0,1.0,0.0,0.0
0054_indoor.jpg,0.9090909090909091,0.09090909090909091,0.0,0.9090909090909091,0.0,0.13636363636363635
0038_indoor.jpg,0.75,0.35,0.0,0.9,0.0,0.05
0249_indoor.jpg,0.9090909090909091,0.045454545454545456,0.22727272727272727,0.09090909090909091,0.0,0.5909090909090909
0237_indoor.jpg,0.9545454545454546,0.0,0.045454545454545456,0.5454545454545454,0.045454545454545456,0.0
0245_indoor.jpg,0.8636363636363636,0.0,0.0,0.36363636363636365,0.0,0.0
0238_indoor.jpg,0.9545454545454546,0.045454545454545456,0.0,0.7727272727272727,0.0,0.0
0239_indoor.jpg,0.8636363636363636,0.0,0.0,0.9545454545454546,0.0,0.045454545454545456
0035_indoor.jpg,0.7272727272727273,0.45454545454545453,0.0,1.0,0.0,0.0
0242_indoor.jpg,0.85,0.0,0.0,1.0,0.0,0.0
0241_indoor.jpg,0.9523809523809523,0.0,0.0,0.5238095238095238,0.0,0.0
0244_indoor.jpg,0.9,0.0,0.0,1.0,0.0,0.0
0033_indoor.jpg,1.0,0.0,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.2608695652173913
0243_indoor.jpg,0.8695652173913043,0.2608695652173913,0.08695652173913043,0.8260869565217391,0.043478260869565216,0.043478260869565216
0257_outdoor_manmade.jpg,0.043478260869565216,0.5652173913043478,0.9565217391304348,0.043478260869565216,0.043478260869565216,0.4782608695652174
0161_outdoor_manmade.jpg,0.0,0.9,0.05,0.35,0.9,0.7
0157_outdoor_manmade.jpg,0.7,0.45,0.0,0.45,0.9,0.3
0162_outdoor_manmade.jpg,0.45454545454545453,0.9090909090909091,1.0,0.0,0.0,0.4090909090909091
0152_outdoor_manmade.jpg,0.47619047619047616,0.5714285714285714,0.09523809523809523,0.0,1.0,0.6190476190476191
0154_outdoor_manmade.jpg,0.19047619047619047,0.8571428571428571,0.2857142857142857,0.0,0.9523809523809523,0.19047619047619047
0165_outdoor_manmade.jpg,0.9545454545454546,0.6818181818181818,0.22727272727272727,0.0,0.7727272727272727,0.2727272727272727
0151_outdoor_manmade.jpg,0.13636363636363635,0.9090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.5454545454545454
0276_outdoor_manmade.jpg,0.08695652173913043,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.08695652173913043,0.9130434782608695
0240_outdoor_manmade.jpg,1.0,0.09523809523809523,0.8571428571428571,0.0,0.0,0.047619047619047616
0150_outdoor_manmade.jpg,0.9130434782608695,0.43478260869565216,1.0,0.043478260869565216,0.13043478260869565,0.13043478260869565
0149_outdoor_manmade.jpg,0.8636363636363636,0.3181818181818182,0.45454545454545453,0.045454545454545456,0.6363636363636364,0.09090909090909091
0155_outdoor_manmade.jpg,0.9523809523809523,0.5714285714285714,0.0,0.5714285714285714,0.9523809523809523,0.23809523809523808
0167_outdoor_manmade.jpg,0.8181818181818182,0.9090909090909091,0.9545454545454546,0.0,0.0,0.18181818181818182
0170_outdoor_manmade.jpg,0.3181818181818182,1.0,0.0,0.0,0.045454545454545456,0.8636363636363636
0256_outdoor_manmade.jpg,0.6363636363636364,0.4090909090909091,0.9545454545454546,0.0,0.0,0.045454545454545456
0258_outdoor_manmade.jpg,0.34782608695652173,0.9130434782608695,0.7391304347826086,0.043478260869565216,0.043478260869565216,0.17391304347826086
0253_outdoor_manmade.jpg,0.2857142857142857,0.7142857142857143,0.0,0.047619047619047616,1.0,0.8571428571428571
0204_outdoor_manmade.jpg,0.0,0.9090909090909091,0.5909090909090909,0.0,0.18181818181818182,0.045454545454545456
0202_outdoor_manmade.jpg,0.7391304347826086,0.43478260869565216,0.4782608695652174,0.08695652173913043,0.043478260869565216,0.6521739130434783
0195_outdoor_manmade.jpg,0.6818181818181818,0.6363636363636364,0.45454545454545453,0.045454545454545456,0.09090909090909091,0.7727272727272727
0193_outdoor_manmade.jpg,0.9090909090909091,0.5,0.5454545454545454,0.09090909090909091,0.0,0.36363636363636365
0191_outdoor_manmade.jpg,0.18181818181818182,1.0,0.09090909090909091,0.0,0.0,0.45454545454545453
0189_outdoor_manmade.jpg,0.045454545454545456,0.9545454545454546,0.045454545454545456,0.045454545454545456,1.0,0.13636363636363635
0188_outdoor_manmade.jpg,0.19047619047619047,0.7619047619047619,0.2857142857142857,0.0,0.9523809523809523,0.2857142857142857
0186_outdoor_manmade.jpg,0.05,0.95,0.1,0.0,0.0,0.5
0247_outdoor_manmade.jpg,0.9047619047619048,0.0,0.42857142857142855,0.047619047619047616,0.0,0.19047619047619047
0220_outdoor_manmade.jpg,0.5652173913043478,0.391304347826087,0.9565217391304348,0.043478260869565216,0.043478260869565216,0.2608695652173913
0183_outdoor_manmade.jpg,0.5909090909090909,0.6818181818181818,0.09090909090909091,0.045454545454545456,0.0,0.045454545454545456
0182_outdoor_manmade.jpg,0.8636363636363636,0.9545454545454546,0.6363636363636364,0.0,0.0,0.13636363636363635
0179_outdoor_manmade.jpg,0.9090909090909091,0.22727272727272727,0.7272727272727273,0.0,0.0,0.2727272727272727
0177_outdoor_manmade.jpg,0.8636363636363636,0.5909090909090909,0.3181818181818182,0.0,0.045454545454545456,0.45454545454545453
0176_outdoor_manmade.jpg,0.9545454545454546,0.22727272727272727,0.7727272727272727,0.09090909090909091,0.0,0.18181818181818182
0175_outdoor_manmade.jpg,0.8095238095238095,0.7619047619047619,0.14285714285714285,0.047619047619047616,1.0,0.047619047619047616
0173_outdoor_manmade.jpg,0.5909090909090909,0.3181818181818182,0.22727272727272727,0.045454545454545456,0.9545454545454546,0.2727272727272727
0172_outdoor_manmade.jpg,0.045454545454545456,1.0,0.0,0.09090909090909091,0.36363636363636365,0.36363636363636365
0171_outdoor_manmade.jpg,0.0,0.95,0.15,0.1,0.65,0.8
0168_outdoor_manmade.jpg,0.9545454545454546,0.045454545454545456,0.9545454545454546,0.0,0.0,0.045454545454545456
0217_outdoor_manmade.jpg,0.5909090909090909,0.8181818181818182,0.8181818181818182,0.0,0.0,0.2727272727272727
0148_outdoor_manmade.jpg,0.4090909090909091,0.0,0.045454545454545456,0.0,1.0,0.045454545454545456
0076_outdoor_manmade.jpg,0.9545454545454546,0.4090909090909091,0.0,0.045454545454545456,0.0,0.3181818181818182
0019_outdoor_manmade.jpg,0.8636363636363636,0.3181818181818182,1.0,0.0,0.0,0.18181818181818182
0024_outdoor_manmade.jpg,0.8095238095238095,0.5714285714285714,0.8571428571428571,0.09523809523809523,0.0,0.5238095238095238
0026_outdoor_manmade.jpg,0.7391304347826086,0.34782608695652173,0.2608695652173913,0.043478260869565216,0.043478260869565216,0.08695652173913043
0064_outdoor_manmade.jpg,0.36363636363636365,0.9545454545454546,0.9545454545454546,0.0,0.0,0.09090909090909091
0028_outdoor_manmade.jpg,0.9545454545454546,0.0,0.9090909090909091,0.0,0.0,0.09090909090909091
0030_outdoor_manmade.jpg,0.047619047619047616,1.0,0.9047619047619048,0.0,0.09523809523809523,0.38095238095238093
0093_outdoor_manmade.jpg,1.0,0.36363636363636365,0.5454545454545454,0.0,0.0,0.0
0092_outdoor_manmade.jpg,0.8636363636363636,0.22727272727272727,0.4090909090909091,0.13636363636363635,0.45454545454545453,0.045454545454545456
0089_outdoor_manmade.jpg,0.5454545454545454,0.9090909090909091,0.0,0.0,0.9090909090909091,0.09090909090909091
0032_outdoor_manmade.jpg,0.0,0.9545454545454546,0.7727272727272727,0.0,0.0,0.22727272727272727
0018_outdoor_manmade.jpg,0.5909090909090909,0.5909090909090909,0.45454545454545453,0.22727272727272727,0.0,0.5
0040_outdoor_manmade.jpg,0.7727272727272727,0.45454545454545453,0.9545454545454546,0.0,0.6818181818181818,0.0
0045_outdoor_manmade.jpg,1.0,0.13636363636363635,0.6363636363636364,0.0,0.0,0.0
0046_outdoor_manmade.jpg,0.09523809523809523,0.9523809523809523,0.9047619047619048,0.0,0.047619047619047616,0.5714285714285714
0147_outdoor_manmade.jpg,0.43478260869565216,0.13043478260869565,0.21739130434782608,0.043478260869565216,0.9565217391304348,0.13043478260869565
0074_outdoor_manmade.jpg,0.9545454545454546,1.0,0.0,0.0,0.0,0.22727272727272727
0070_outdoor_manmade.jpg,0.8181818181818182,0.5909090909090909,0.5909090909090909,0.045454545454545456,0.5,0.13636363636363635
0068_outdoor_manmade.jpg,0.043478260869565216,0.9130434782608695,0.9565217391304348,0.043478260869565216,0.08695652173913043,0.17391304347826086
0059_outdoor_manmade.jpg,0.9545454545454546,0.045454545454545456,0.4090909090909091,0.0,0.09090909090909091,0.36363636363636365
0067_outdoor_manmade.jpg,0.8695652173913043,0.043478260869565216,0.782608695652174,0.08695652173913043,0.043478260869565216,0.21739130434782608
0060_outdoor_manmade.jpg,0.5454545454545454,0.8181818181818182,0.18181818181818182,0.0,0.0,0.8636363636363636
0065_outdoor_manmade.jpg,0.5238095238095238,1.0,0.23809523809523808,0.0,0.0,0.23809523809523808
0087_outdoor_manmade.jpg,0.9545454545454546,0.18181818181818182,0.45454545454545453,0.0,0.0,0.9090909090909091
0015_outdoor_manmade.jpg,0.7142857142857143,0.47619047619047616,0.9523809523809523,0.0,0.09523809523809523,0.14285714285714285
0063_outdoor_manmade.jpg,0.7727272727272727,0.2727272727272727,1.0,0.0,0.0,0.045454545454545456
0109_outdoor_manmade.jpg,0.9545454545454546,0.8181818181818182,0.8636363636363636,0.0,0.045454545454545456,0.13636363636363635
0124_outdoor_manmade.jpg,0.75,0.1,0.95,0.05,0.0,0.15
0123_outdoor_manmade.jpg,0.9545454545454546,0.0,0.9090909090909091,0.0,0.0,0.045454545454545456
0127_outdoor_manmade.jpg,0.1,0.05,0.15,0.0,0.0,1.0
0129_outdoor_manmade.jpg,0.8095238095238095,0.19047619047619047,0.9047619047619048,0.0,0.0,0.6190476190476191
0119_outdoor_manmade.jpg,0.045454545454545456,0.3181818181818182,1.0,0.045454545454545456,0.0,0.22727272727272727
0117_outdoor_manmade.jpg,0.8695652173913043,0.17391304347826086,0.782608695652174,0.13043478260869565,0.0,0.17391304347826086
0125_outdoor_manmade.jpg,0.7272727272727273,0.0,0.7272727272727273,0.0,0.0,0.13636363636363635
0131_outdoor_manmade.jpg,0.6190476190476191,0.0,0.047619047619047616,0.0,1.0,0.38095238095238093
0133_outdoor_manmade.jpg,0.13043478260869565,0.08695652173913043,0.782608695652174,0.043478260869565216,0.043478260869565216,0.4782608695652174
0110_outdoor_manmade.jpg,0.0,1.0,0.8636363636363636,0.0,0.0,0.13636363636363635
0142_outdoor_manmade.jpg,0.8636363636363636,0.7727272727272727,0.0,0.09090909090909091,0.8636363636363636,0.36363636363636365
0115_outdoor_manmade.jpg,0.5238095238095238,0.0,0.0,0.0,0.047619047619047616,0.8571428571428571
0003_outdoor_natural.jpg,0.05,0.95,0.45,0.0,0.0,0.6
0002_outdoor_natural.jpg,0.0,0.95,0.0,0.0,1.0,0.1
0042_outdoor_natural.jpg,0.0,0.9545454545454546,0.0,0.0,1.0,0.5909090909090909
0053_outdoor_natural.jpg,0.0,1.0,0.09090909090909091,0.0,0.0,0.5454545454545454
0052_outdoor_natural.jpg,0.0,0.5454545454545454,0.045454545454545456,0.0,0.0,1.0
0050_outdoor_natural.jpg,0.18181818181818182,0.7272727272727273,0.045454545454545456,0.045454545454545456,0.0,0.9090909090909091
0049_outdoor_natural.jpg,0.047619047619047616,1.0,0.0,0.0,0.0,1.0
0005_outdoor_natural.jpg,0.0,1.0,0.36363636363636365,0.0,0.0,0.6363636363636364
0007_outdoor_natural.jpg,0.0,1.0,0.2727272727272727,0.0,0.0,0.4090909090909091
0043_outdoor_natural.jpg,0.0,0.9545454545454546,0.2727272727272727,0.0,0.0,0.8636363636363636
0004_outdoor_natural.jpg,0.0,1.0,0.45454545454545453,0.0,0.0,0.7727272727272727
0034_outdoor_natural.jpg,0.0,0.85,0.0,0.0,1.0,0.45
0246_outdoor_natural.jpg,0.0,0.0,0.0,0.0,1.0,0.18181818181818182
0017_outdoor_natural.jpg,0.045454545454545456,1.0,0.045454545454545456,0.0,0.0,0.6818181818181818
0011_outdoor_natural.jpg,0.043478260869565216,0.9130434782608695,0.9130434782608695,0.043478260869565216,0.043478260869565216,0.21739130434782608
0023_outdoor_natural.jpg,0.2,0.6,0.0,0.0,0.05,1.0
0010_outdoor_natural.jpg,0.043478260869565216,0.5217391304347826,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.9565217391304348
0261_outdoor_natural.jpg,0.0,0.9545454545454546,0.36363636363636365,0.0,0.13636363636363635,0.2727272727272727
0273_outdoor_natural.jpg,0.05,0.1,0.0,0.0,0.95,0.05
0009_outdoor_natural.jpg,0.0,0.43478260869565216,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.9565217391304348
0275_outdoor_natural.jpg,0.0,0.13636363636363635,0.13636363636363635,0.0,1.0,0.045454545454545456
0255_outdoor_natural.jpg,0.0,0.05,0.0,0.0,1.0,0.15
0254_outdoor_natural.jpg,0.0,0.0,0.0,0.0,1.0,0.045454545454545456
0031_outdoor_natural.jpg,0.0,0.9545454545454546,0.0,0.0,1.0,0.13636363636363635
0252_outdoor_natural.jpg,0.13636363636363635,0.09090909090909091,0.09090909090909091,0.0,0.0,1.0
0251_outdoor_natural.jpg,0.05,0.05,0.0,0.0,0.9,0.85
0250_outdoor_natural.jpg,0.045454545454545456,0.0,0.09090909090909091,0.0,0.045454545454545456,0.9545454545454546
0013_outdoor_natural.jpg,0.0,0.13636363636363635,0.0,0.0,1.0,0.3181818181818182
0008_outdoor_natural.jpg,0.09090909090909091,0.36363636363636365,0.0,0.0,0.0,1.0
0027_outdoor_natural.jpg,0.0,1.0,0.0,0.0,0.0,0.3
0144_outdoor_natural.jpg,0.0,1.0,0.2727272727272727,0.0,0.045454545454545456,0.2727272727272727
0230_outdoor_natural.jpg,0.0,0.9545454545454546,0.09090909090909091,0.0,0.0,0.3181818181818182
0099_outdoor_natural.jpg,0.0,1.0,0.0,0.0,0.0,0.045454545454545456
0101_outdoor_natural.jpg,0.0,1.0,0.45454545454545453,0.0,0.0,0.36363636363636365
0104_outdoor_natural.jpg,0.0,0.0,0.0,0.0,1.0,0.0
0181_outdoor_natural.jpg,0.0,0.9545454545454546,0.0,0.0,1.0,0.4090909090909091
0105_outdoor_natural.jpg,0.0,0.0,0.0,0.045454545454545456,1.0,0.45454545454545453
0178_outdoor_natural.jpg,0.8636363636363636,0.9545454545454546,0.3181818181818182,0.0,1.0,0.13636363636363635
0106_outdoor_natural.jpg,0.0,1.0,0.045454545454545456,0.0,0.045454545454545456,0.045454545454545456
0108_outdoor_natural.jpg,0.0,1.0,0.36363636363636365,0.0,0.09090909090909091,0.22727272727272727
0111_outdoor_natural.jpg,0.0,1.0,0.6,0.0,0.15,0.3
0113_outdoor_natural.jpg,0.0,0.8,0.0,0.0,0.95,0.9
0166_outdoor_natural.jpg,0.0,0.9,0.0,0.0,1.0,0.3
0120_outdoor_natural.jpg,0.0,1.0,0.05,0.0,0.05,0.3
0121_outdoor_natural.jpg,0.0,1.0,0.0,0.0,0.0,0.2727272727272727
0160_outdoor_natural.jpg,0.043478260869565216,0.8260869565217391,0.043478260869565216,0.043478260869565216,0.9565217391304348,0.7391304347826086
0126_outdoor_natural.jpg,0.3181818181818182,0.8636363636363636,0.3181818181818182,0.0,0.045454545454545456,0.8636363636363636
0158_outdoor_natural.jpg,0.0,0.7727272727272727,0.045454545454545456,0.0,0.8636363636363636,0.7272727272727273
0128_outdoor_natural.jpg,0.09090909090909091,0.0,0.0,0.0,1.0,0.8636363636363636
0153_outdoor_natural.jpg,0.047619047619047616,0.9523809523809523,0.0,0.0,1.0,0.47619047619047616
0132_outdoor_natural.jpg,0.043478260869565216,0.9130434782608695,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.13043478260869565
0098_outdoor_natural.jpg,0.0,1.0,0.0,0.0,0.05,0.1
0062_outdoor_natural.jpg,0.0,1.0,0.0,0.0,1.0,0.14285714285714285
0097_outdoor_natural.jpg,0.0,0.9545454545454546,0.22727272727272727,0.0,0.0,0.3181818181818182
0095_outdoor_natural.jpg,0.36363636363636365,1.0,0.045454545454545456,0.0,0.0,0.8181818181818182
0227_outdoor_natural.jpg,0.043478260869565216,0.8695652173913043,0.30434782608695654,0.043478260869565216,0.08695652173913043,0.08695652173913043
0075_outdoor_natural.jpg,0.0,0.9,0.0,0.0,0.0,1.0
0218_outdoor_natural.jpg,0.09090909090909091,0.7727272727272727,0.4090909090909091,0.0,1.0,0.09090909090909091
0078_outdoor_natural.jpg,0.0,1.0,0.0,0.0,1.0,0.0
0079_outdoor_natural.jpg,0.0,0.9090909090909091,0.045454545454545456,0.0,1.0,0.045454545454545456
0083_outdoor_natural.jpg,0.0,1.0,0.0,0.0,0.0,0.13636363636363635
0084_outdoor_natural.jpg,0.043478260869565216,0.9565217391304348,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.30434782608695654
0085_outdoor_natural.jpg,0.0,1.0,0.1,0.0,0.0,0.4
0210_outdoor_natural.jpg,0.09090909090909091,0.7272727272727273,0.13636363636363635,0.0,0.045454545454545456,0.8636363636363636
0088_outdoor_natural.jpg,0.045454545454545456,0.9090909090909091,0.0,0.0,0.0,0.8636363636363636
0207_outdoor_natural.jpg,0.09090909090909091,0.9090909090909091,0.36363636363636365,0.0,1.0,0.2727272727272727
0206_outdoor_natural.jpg,0.043478260869565216,0.9565217391304348,0.043478260869565216,0.043478260869565216,0.6086956521739131,0.391304347826087
0205_outdoor_natural.jpg,0.0,0.9545454545454546,0.09090909090909091,0.0,1.0,0.45454545454545453
0203_outdoor_natural.jpg,0.0,0.5909090909090909,0.0,0.0,0.9545454545454546,0.9545454545454546
0090_outdoor_natural.jpg,0.0,1.0,0.045454545454545456,0.0,0.9545454545454546,0.0
0200_outdoor_natural.jpg,0.0,0.42857142857142855,0.0,0.0,0.9523809523809523,0.6666666666666666
0199_outdoor_natural.jpg,0.0,0.25,0.0,0.0,1.0,0.5
0198_outdoor_natural.jpg,0.22727272727272727,0.36363636363636365,0.0,0.0,1.0,0.2727272727272727
0091_outdoor_natural.jpg,0.6363636363636364,0.18181818181818182,0.0,0.0,1.0,0.18181818181818182
0096_outdoor_natural.jpg,0.0,1.0,0.15,0.0,0.0,0.6
0001_outdoor_natural.jpg,0.043478260869565216,0.2608695652173913,0.043478260869565216,0.043478260869565216,0.4782608695652174,0.8260869565217391
