,Water,Wood (Not tree),Vegetation,Dirt/Soil,Sand,Stone/ Concrete ,Snow/Ice ,Pavement,Carpet,Metal
0283_indoor.jpg,0.05,0.05,0.05,0.0,0.05,0.65,0.35,0.15,0.05,0.6
0214_indoor.jpg,0.0,0.6818181818181818,0.0,0.0,0.0,0.6818181818181818,0.0,0.13636363636363635,0.36363636363636365,0.3181818181818182
0080_indoor.jpg,0.0,0.5217391304347826,0.2608695652173913,0.0,0.0,0.34782608695652173,0.0,0.043478260869565216,0.43478260869565216,0.5217391304347826
0215_indoor.jpg,0.043478260869565216,0.5217391304347826,0.34782608695652173,0.08695652173913043,0.0,0.6086956521739131,0.0,0.0,0.8695652173913043,0.5217391304347826
0216_indoor.jpg,0.0,0.45454545454545453,0.0,0.0,0.0,0.4090909090909091,0.0,0.045454545454545456,0.45454545454545453,0.6818181818181818
0146_indoor.jpg,0.0,0.3181818181818182,0.0,0.0,0.0,0.5909090909090909,0.0,0.13636363636363635,0.09090909090909091,0.5
0221_indoor.jpg,0.0,0.14285714285714285,0.0,0.0,0.0,0.8095238095238095,0.0,0.0,0.0,0.5714285714285714
0072_indoor.jpg,0.0,0.6818181818181818,0.18181818181818182,0.0,0.0,0.4090909090909091,0.0,0.045454545454545456,0.5454545454545454,0.2727272727272727
0224_indoor.jpg,0.0,0.3181818181818182,0.0,0.0,0.0,0.36363636363636365,0.0,0.13636363636363635,0.0,0.8181818181818182
0226_indoor.jpg,0.0,0.45454545454545453,0.045454545454545456,0.0,0.0,0.5454545454545454,0.0,0.22727272727272727,0.5454545454545454,0.5909090909090909
0229_indoor.jpg,0.0,0.5652173913043478,0.4782608695652174,0.08695652173913043,0.0,0.34782608695652173,0.0,0.043478260869565216,0.6956521739130435,0.6521739130434783
0066_indoor.jpg,0.0,0.0,0.0,0.0,0.0,0.9523809523809523,0.0,0.38095238095238093,0.0,0.19047619047619047
0231_indoor.jpg,0.043478260869565216,0.17391304347826086,0.391304347826087,0.0,0.0,0.13043478260869565,0.0,0.0,0.8695652173913043,0.6521739130434783
0232_indoor.jpg,0.0,0.5909090909090909,0.045454545454545456,0.0,0.0,0.18181818181818182,0.0,0.045454545454545456,0.8636363636363636,0.4090909090909091
0233_indoor.jpg,0.0,0.8636363636363636,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.9090909090909091,0.36363636363636365
0234_indoor.jpg,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.7142857142857143,0.38095238095238093
0235_indoor.jpg,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.15,0.1,0.95
0236_indoor.jpg,0.0,0.8636363636363636,0.0,0.0,0.0,0.13636363636363635,0.0,0.09090909090909091,0.4090909090909091,0.18181818181818182
0212_indoor.jpg,0.0,0.18181818181818182,0.045454545454545456,0.0,0.045454545454545456,0.6818181818181818,0.0,0.045454545454545456,0.13636363636363635,0.5454545454545454
0058_indoor.jpg,0.045454545454545456,0.6818181818181818,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.7727272727272727,0.36363636363636365
0211_indoor.jpg,0.0,0.36363636363636365,0.0,0.0,0.0,0.6363636363636364,0.0,0.13636363636363635,0.045454545454545456,0.6818181818181818
0208_indoor.jpg,0.0,0.38095238095238093,0.0,0.0,0.0,0.7142857142857143,0.0,0.14285714285714285,0.0,0.6190476190476191
0145_indoor.jpg,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.7727272727272727,0.0,0.18181818181818182,0.13636363636363635,0.3181818181818182
0143_indoor.jpg,0.0,0.9523809523809523,0.14285714285714285,0.047619047619047616,0.0,0.19047619047619047,0.0,0.0,0.0,0.38095238095238093
0140_indoor.jpg,0.047619047619047616,0.5238095238095238,0.0,0.0,0.0,0.5714285714285714,0.0,0.09523809523809523,0.047619047619047616,0.6190476190476191
0139_indoor.jpg,0.0,0.8181818181818182,0.045454545454545456,0.0,0.0,0.45454545454545453,0.0,0.09090909090909091,0.13636363636363635,0.45454545454545453
0137_indoor.jpg,0.0,0.4,0.0,0.0,0.0,0.8,0.0,0.4,0.1,0.7
0136_indoor.jpg,0.0,0.045454545454545456,0.0,0.0,0.0,1.0,0.0,0.45454545454545453,0.09090909090909091,0.36363636363636365
0135_indoor.jpg,0.09523809523809523,0.19047619047619047,0.0,0.0,0.0,0.7142857142857143,0.0,0.09523809523809523,0.0,0.6190476190476191
0130_indoor.jpg,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.045454545454545456,0.09090909090909091,0.3181818181818182
0156_indoor.jpg,1.0,0.0,0.0,0.0,0.0,0.3181818181818182,0.0,0.045454545454545456,0.0,0.045454545454545456
0159_indoor.jpg,0.0,0.8260869565217391,0.043478260869565216,0.0,0.043478260869565216,0.4782608695652174,0.0,0.043478260869565216,0.17391304347826086,0.4782608695652174
0163_indoor.jpg,0.0,0.09090909090909091,0.0,0.0,0.0,0.7727272727272727,0.0,0.5454545454545454,0.0,0.8636363636363636
0164_indoor.jpg,0.0,0.6818181818181818,0.0,0.0,0.0,0.22727272727272727,0.0,0.0,0.6818181818181818,0.3181818181818182
0103_indoor.jpg,0.0,0.9090909090909091,0.0,0.0,0.0,0.2727272727272727,0.0,0.09090909090909091,0.09090909090909091,0.5
0102_indoor.jpg,0.0,0.35,0.0,0.0,0.0,0.7,0.0,0.05,0.05,0.9
0100_indoor.jpg,0.0,0.17391304347826086,0.0,0.0,0.0,0.7391304347826086,0.0,0.043478260869565216,0.0,0.4782608695652174
0184_indoor.jpg,0.0,0.5,0.1,0.05,0.0,0.7,0.0,0.25,0.05,0.6
0185_indoor.jpg,0.0,0.5454545454545454,0.0,0.045454545454545456,0.0,0.7727272727272727,0.0,0.5,0.0,0.13636363636363635
0209_indoor.jpg,0.045454545454545456,0.6818181818181818,0.13636363636363635,0.0,0.0,0.13636363636363635,0.0,0.0,0.8636363636363636,0.36363636363636365
0057_indoor.jpg,0.0,0.22727272727272727,0.0,0.0,0.045454545454545456,0.2727272727272727,0.0,0.09090909090909091,0.9090909090909091,0.2727272727272727
0282_indoor.jpg,1.0,0.13636363636363635,0.0,0.0,0.0,0.7727272727272727,0.0,0.09090909090909091,0.0,0.45454545454545453
0055_indoor.jpg,0.0,0.4782608695652174,0.17391304347826086,0.0,0.0,0.30434782608695654,0.0,0.0,0.782608695652174,0.4782608695652174
0262_indoor.jpg,0.0,0.7727272727272727,0.0,0.0,0.0,0.36363636363636365,0.0,0.22727272727272727,0.45454545454545453,0.36363636363636365
0263_indoor.jpg,0.0,0.8636363636363636,0.0,0.0,0.0,0.45454545454545453,0.0,0.13636363636363635,0.045454545454545456,0.3181818181818182
0021_indoor.jpg,0.0,0.0,0.0,0.047619047619047616,0.0,0.42857142857142855,0.0,0.42857142857142855,0.0,0.6190476190476191
0056_indoor.jpg,0.08695652173913043,0.6086956521739131,0.0,0.0,0.0,0.43478260869565216,0.0,0.043478260869565216,0.13043478260869565,0.6086956521739131
0265_indoor.jpg,0.0,0.75,0.05,0.0,0.0,0.6,0.0,0.05,0.55,0.55
0266_indoor.jpg,0.0,1.0,0.0,0.0,0.0,0.22727272727272727,0.0,0.0,0.045454545454545456,0.45454545454545453
0268_indoor.jpg,0.7272727272727273,0.7727272727272727,0.0,0.0,0.0,0.2727272727272727,0.0,0.045454545454545456,0.0,0.22727272727272727
0025_indoor.jpg,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,0.0,0.36363636363636365,0.0,0.6363636363636364
0270_indoor.jpg,0.0,0.3181818181818182,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.045454545454545456,0.5
0272_indoor.jpg,0.045454545454545456,0.18181818181818182,0.0,0.045454545454545456,0.045454545454545456,0.9090909090909091,0.0,0.13636363636363635,0.045454545454545456,0.2727272727272727
0274_indoor.jpg,0.047619047619047616,0.09523809523809523,0.09523809523809523,0.0,0.0,0.9047619047619048,0.0,0.09523809523809523,0.0,0.47619047619047616
0277_indoor.jpg,0.0,0.0,0.0,0.045454545454545456,0.0,1.0,0.0,0.45454545454545453,0.0,0.22727272727272727
0278_indoor.jpg,0.0,1.0,0.045454545454545456,0.0,0.0,0.22727272727272727,0.0,0.045454545454545456,0.45454545454545453,0.36363636363636365
0279_indoor.jpg,0.09523809523809523,0.6666666666666666,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.6666666666666666
0280_indoor.jpg,0.0,0.3181818181818182,0.0,0.0,0.0,0.3181818181818182,0.0,0.0,0.7727272727272727,0.22727272727272727
0281_indoor.jpg,0.045454545454545456,0.8181818181818182,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.2727272727272727
0271_indoor.jpg,0.0,0.18181818181818182,0.0,0.0,0.0,0.7727272727272727,0.045454545454545456,0.13636363636363635,0.18181818181818182,0.13636363636363635
0259_indoor.jpg,0.13636363636363635,0.045454545454545456,0.0,0.0,0.0,0.3181818181818182,0.6818181818181818,0.045454545454545456,0.0,0.7727272727272727
0264_indoor.jpg,0.0,0.7391304347826086,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.9130434782608695,0.43478260869565216
0036_indoor.jpg,0.043478260869565216,0.391304347826087,0.043478260869565216,0.0,0.0,0.391304347826087,0.0,0.0,0.043478260869565216,0.782608695652174
0054_indoor.jpg,0.0,0.7727272727272727,0.13636363636363635,0.045454545454545456,0.0,0.5909090909090909,0.0,0.0,0.3181818181818182,0.5454545454545454
0038_indoor.jpg,0.0,0.7727272727272727,0.045454545454545456,0.0,0.0,0.3181818181818182,0.0,0.0,0.6363636363636364,0.22727272727272727
0249_indoor.jpg,0.0,0.0,0.0,0.22727272727272727,0.13636363636363635,0.9545454545454546,0.0,0.3181818181818182,0.045454545454545456,0.045454545454545456
0237_indoor.jpg,0.0,0.5909090909090909,0.0,0.0,0.0,0.2727272727272727,0.0,0.045454545454545456,0.9545454545454546,0.13636363636363635
0245_indoor.jpg,0.0,0.22727272727272727,0.0,0.0,0.0,0.5454545454545454,0.0,0.22727272727272727,0.045454545454545456,0.7727272727272727
0238_indoor.jpg,0.0,0.25,0.0,0.0,0.0,0.8,0.0,0.2,0.15,0.7
0239_indoor.jpg,0.0,0.4,0.0,0.0,0.0,0.65,0.0,0.15,0.6,0.75
0035_indoor.jpg,0.043478260869565216,0.5217391304347826,0.391304347826087,0.0,0.0,0.391304347826087,0.0,0.0,0.8260869565217391,0.7391304347826086
0242_indoor.jpg,0.0,0.36363636363636365,0.045454545454545456,0.0,0.0,0.45454545454545453,0.0,0.045454545454545456,0.6363636363636364,0.5454545454545454
0241_indoor.jpg,0.0,0.36363636363636365,0.0,0.0,0.0,0.5909090909090909,0.0,0.2727272727272727,0.09090909090909091,0.5454545454545454
0244_indoor.jpg,0.0,0.45454545454545453,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,1.0,0.4090909090909091
0033_indoor.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.047619047619047616,0.0,0.23809523809523808
0243_indoor.jpg,0.0,0.23809523809523808,0.047619047619047616,0.0,0.0,0.8095238095238095,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714
0257_outdoor_manmade.jpg,0.0,0.19047619047619047,0.6666666666666666,0.42857142857142855,0.3333333333333333,0.47619047619047616,0.0,0.47619047619047616,0.0,0.14285714285714285
0161_outdoor_manmade.jpg,0.9090909090909091,0.09090909090909091,0.8636363636363636,0.5909090909090909,0.0,0.7272727272727273,0.0,0.22727272727272727,0.0,0.045454545454545456
0157_outdoor_manmade.jpg,0.8181818181818182,0.13636363636363635,0.5909090909090909,0.22727272727272727,0.0,0.9545454545454546,0.0,0.2727272727272727,0.0,0.09090909090909091
0162_outdoor_manmade.jpg,0.0,0.13043478260869565,0.8695652173913043,0.391304347826087,0.0,0.7391304347826086,0.0,0.9565217391304348,0.0,0.08695652173913043
0152_outdoor_manmade.jpg,0.9090909090909091,0.0,0.45454545454545453,0.09090909090909091,0.0,0.8181818181818182,0.0,0.0,0.0,0.36363636363636365
0154_outdoor_manmade.jpg,1.0,0.9090909090909091,0.5454545454545454,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.0,0.13636363636363635
0165_outdoor_manmade.jpg,0.9,0.0,0.75,0.2,0.0,0.95,0.0,0.4,0.0,0.15
0151_outdoor_manmade.jpg,0.13043478260869565,0.43478260869565216,0.8260869565217391,0.5652173913043478,0.782608695652174,0.17391304347826086,0.0,0.0,0.0,0.13043478260869565
0276_outdoor_manmade.jpg,0.0,0.0,0.047619047619047616,0.42857142857142855,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.047619047619047616
0240_outdoor_manmade.jpg,0.0,0.09090909090909091,0.22727272727272727,0.0,0.0,0.8181818181818182,0.0,0.9545454545454546,0.0,0.3181818181818182
0150_outdoor_manmade.jpg,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.0,1.0,0.0,0.7619047619047619,0.0,0.42857142857142855
0149_outdoor_manmade.jpg,0.6,0.0,0.1,0.15,0.1,0.85,0.0,0.5,0.0,0.35
0155_outdoor_manmade.jpg,1.0,0.22727272727272727,0.4090909090909091,0.0,0.0,0.9090909090909091,0.0,0.2727272727272727,0.0,0.2727272727272727
0167_outdoor_manmade.jpg,0.0,0.22727272727272727,0.9090909090909091,0.22727272727272727,0.045454545454545456,0.5454545454545454,0.0,0.7272727272727273,0.0,0.0
0170_outdoor_manmade.jpg,0.09090909090909091,0.045454545454545456,0.8636363636363636,0.4090909090909091,0.045454545454545456,0.8181818181818182,0.0,0.13636363636363635,0.0,0.0
0256_outdoor_manmade.jpg,0.0,0.0,0.1,0.05,0.05,0.8,0.05,0.9,0.0,0.4
0258_outdoor_manmade.jpg,0.0,0.047619047619047616,0.9047619047619048,0.23809523809523808,0.047619047619047616,0.6190476190476191,0.0,0.7142857142857143,0.0,0.09523809523809523
0253_outdoor_manmade.jpg,0.9545454545454546,0.09090909090909091,0.5454545454545454,0.13636363636363635,0.045454545454545456,0.9090909090909091,0.0,0.045454545454545456,0.0,0.0
0204_outdoor_manmade.jpg,0.1,0.0,1.0,0.45,0.0,0.3,0.0,0.8,0.0,0.05
